TSLA,VOW3.DE,HYMTF,GM
233.06666564941406,103.93719482421875,33.84000015258789,32.149696350097656
231.73333740234375,103.79953002929688,33.150001525878906,31.05718421936035
244.5433349609375,109.2373046875,33.95000076293945,32.43772506713867
250.76333618164062,115.69036102294922,34.25,32.09010696411133
234.3433380126953,112.09385681152344,30.100000381469727,30.6599063873291
233.07000732421875,112.09385681152344,34.060001373291016,31.315414428710938
237.0399932861328,110.4246597290039,34.75,31.504119873046875
238.31333923339844,108.66943359375,35.060001373291016,31.3750057220459
240.06666564941406,113.78025817871094,35.41999816894531,32.64629364013672
240.54666137695312,116.98097229003906,36.65999984741211,32.39799118041992
245.52999877929688,121.5067138671875,36.61000061035156,34.1658821105957
247.5,120.13005065917969,35.900001525878906,34.52342987060547
271.7066650390625,116.91213989257812,35.400001525878906,34.89091110229492
272.24334716796875,115.56990814208984,35.400001525878906,34.43404006958008
268.4333190917969,114.1244125366211,36.31999969482422,34.28506088256836
258.8599853515625,112.21430969238281,36.9900016784668,33.11309814453125
274.82000732421875,112.54126739501953,36.369998931884766,34.443973541259766
280.8999938964844,116.67122650146484,36.369998931884766,35.496761322021484
297.1499938964844,118.13391876220703,37.540000915527344,36.013221740722656
297.27667236328125,119.26964569091797,37.58000183105469,36.519752502441406
300.586669921875,121.76483154296875,37.58000183105469,35.88410949707031
307.39666748046875,124.31163024902344,36.20000076293945,37.05607604980469
308.6333312988281,123.55448150634766,36.72999954223633,35.98342514038086
288.1700134277344,123.41681671142578,37.13999938964844,35.81458282470703
290.42333984375,125.361328125,36.689998626708984,37.30437469482422
283.3333435058594,122.91777801513672,36.709999084472656,36.37077331542969
294.3566589355469,125.55062103271484,36.5,37.69172286987305
286.6300048828125,126.42823791503906,36.09000015258789,38.19824981689453
300.0299987792969,127.61560821533203,36.4900016784668,39.211307525634766
309.32000732421875,129.0782928466797,36.5,39.13185501098633
306.5633239746094,129.57733154296875,35.77000045776367,38.72464370727539
303.9966735839844,126.47986602783203,34.540000915527344,38.1386604309082
302.8699951171875,128.13185119628906,34.52000045776367,38.45648193359375
296.6666564941406,125.41295623779297,33.880001068115234,39.4298095703125
289.913330078125,119.94076538085938,33.7599983215332,38.287635803222656
296.4533386230469,122.17782592773438,33.900001525878906,38.297569274902344
297.0966796875,121.64437866210938,33.599998474121094,38.982872009277344
296.07000732421875,122.0745849609375,36.34000015258789,40.115116119384766
288.0899963378906,121.26580047607422,34.099998474121094,38.96300506591797
284.82000732421875,122.69407653808594,35.45000076293945,39.24110412597656
277.70001220703125,125.53340911865234,35.59000015258789,38.952423095703125
275.6099853515625,122.29828643798828,34.790000915527344,38.03659439086914
277.1600036621094,120.13005065917969,33.209999084472656,38.385005950927734
270.2099914550781,128.166259765625,34.84000015258789,38.295413970947266
274.4200134277344,128.04580688476562,33.5,38.534324645996094
283.70001220703125,127.95976257324219,34.470001220703125,39.927974700927734
289.260009765625,125.72270202636719,34.470001220703125,40.31620407104492
299.67999267578125,126.46265411376953,34.650001525878906,41.10261917114258
304.4200134277344,130.7819061279297,34.45000076293945,41.859169006347656
292.1300048828125,127.95976257324219,33.689998626708984,40.346065521240234
302.6099853515625,129.35362243652344,33.59000015258789,40.4356575012207
303.75,128.45880126953125,35.0,40.47547912597656
303.3500061035156,125.15483856201172,33.75,39.78860855102539
309.07000732421875,126.47986602783203,33.75,41.20216369628906
308.7300109863281,126.39381408691406,33.0099983215332,38.88273620605469
300.79998779296875,127.28865051269531,32.7599983215332,37.50899887084961
288.5899963378906,126.78961181640625,32.0,37.210365295410156
275.3299865722656,120.59468078613281,31.5,35.31898498535156
276.010009765625,118.92549133300781,31.280000686645508,34.880985260009766
282.94000244140625,117.65209197998047,30.31999969482422,34.5524787902832
287.80999755859375,118.65015411376953,31.149999618530273,35.090030670166016
268.2099914550781,110.52791595458984,30.489999771118164,33.10905838012695
265.25,108.75547790527344,29.600000381469727,31.94437026977539
242.39999389648438,108.7898941040039,29.950000762939453,32.720829010009766
249.44000244140625,113.0058822631836,30.809999465942383,35.63753128051758
240.80999755859375,111.5259780883789,30.75,34.681888580322266
238.1300048828125,113.90071105957031,29.950000762939453,34.472843170166016
223.07000732421875,112.09385681152344,30.100000381469727,33.46742630004883
222.9600067138672,107.0862808227539,29.0,32.14345932006836
216.5,106.08821105957031,27.09000015258789,31.94437026977539
217.24000549316406,105.89892578125,27.920000076293945,32.053871154785156
221.72000122070312,106.82816314697266,27.5,32.611328125
204.99000549316406,106.93141174316406,27.5,32.74073791503906
219.35000610351562,109.94283294677734,27.5,33.41765213012695
220.19000244140625,112.19709777832031,27.889999389648438,34.094566345214844
222.0399932861328,111.73248291015625,28.0,33.47738265991211
207.27999877929688,111.74969482421875,28.0,33.288238525390625
214.44000244140625,111.5431900024414,27.260000228881836,34.841163635253906
211.25,112.04222869873047,27.059999465942383,35.55789566040039
222.4199981689453,112.86821746826172,27.100000381469727,36.842041015625
224.63999938964844,112.74775695800781,27.149999618530273,37.68818283081055
225.08999633789062,112.4552230834961,27.100000381469727,37.98682403564453
228.52000427246094,110.33863067626953,27.31999969482422,38.67368698120117
227.5399932861328,111.28506469726562,27.610000610351562,39.071876525878906
227.82000732421875,113.74583435058594,28.5,39.17142105102539
214.97999572753906,112.73056030273438,27.549999237060547,38.34518814086914
215.30999755859375,110.06329345703125,28.18000030517578,38.33523178100586
207.47000122070312,114.50299835205078,28.450000762939453,38.8230094909668
197.0800018310547,117.32513427734375,29.100000381469727,39.211238861083984
191.3000030517578,117.30792236328125,29.0,38.87278366088867
177.58999633789062,116.37867736816406,29.350000381469727,37.88727569580078
190.72000122070312,119.59660339355469,30.100000381469727,39.559654235839844
195.97000122070312,122.76290130615234,31.0,40.933387756347656
190.9499969482422,123.41681671142578,31.0,39.7487907409668
194.4199981689453,123.38239288330078,31.06999969482422,40.0573844909668
186.9199981689453,118.2199478149414,30.5,38.295413970947266
183.1699981689453,119.25244903564453,29.75,38.46464538574219
180.19000244140625,122.057373046875,28.40999984741211,39.589515686035156
167.8699951171875,120.14726257324219,29.510000228881836,39.34065246582031
169.91000366210938,120.2505111694336,29.40999984741211,39.78860855102539
183.1999969482422,117.99624633789062,29.0,39.927974700927734
182.86000061035156,117.49720764160156,30.510000228881836,40.27638244628906
182.9199981689453,116.36148071289062,29.600000381469727,39.20128631591797
180.8300018310547,118.5985336303711,30.399999618530273,39.56960678100586
194.6999969482422,120.37096405029297,31.25,40.37593078613281
194.6999969482422,119.9235610961914,29.979999542236328,40.33602523803711
194.86000061035156,119.61381530761719,31.020000457763672,39.80725860595703
182.4499969482422,121.17974853515625,30.5,38.69983673095703
179.82000732421875,120.2849349975586,30.489999771118164,37.93162536621094
174.0399932861328,118.39204406738281,30.1299991607666,37.87176513671875
173.44000244140625,117.53163146972656,30.25,38.111209869384766
179.0500030517578,118.08229064941406,30.209999084472656,38.19102096557617
167.82000732421875,117.1186294555664,31.0,38.400535583496094
160.9499969482422,118.54690551757812,31.850000381469727,38.67988204956055
156.8000030517578,118.52969360351562,30.200000762939453,38.270835876464844
157.6699981689453,114.91598510742188,29.09000015258789,37.532554626464844
150.22999572753906,117.47999572753906,30.079999923706055,36.065975189208984
149.8699951171875,121.9800033569336,30.860000610351562,35.337669372558594
137.8000030517578,119.22000122070312,30.329999923706055,35.11818313598633
137.57000732421875,119.77999877929688,30.6200008392334,35.81655502319336
125.3499984741211,114.87999725341797,29.399999618530273,33.45206069946289
123.1500015258789,115.66000366210938,30.0,33.751365661621094
109.0999984741211,115.86000061035156,30.0,33.242549896240234
112.70999908447266,114.95999908447266,30.149999618530273,32.45438766479492
121.81999969482422,116.13999938964844,30.1200008392334,33.59173583984375
123.18000030517578,116.41999816894531,29.75,33.561805725097656
108.0999984741211,122.05999755859375,30.0,33.741390228271484
113.63999938964844,125.87999725341797,30.149999618530273,34.6093635559082
110.33999633789062,127.12000274658203,30.0,34.91864776611328
113.05999755859375,128.16000366210938,30.5,35.82653045654297
119.7699966430664,128.02000427246094,31.399999618530273,35.83650588989258
118.8499984741211,127.27999877929688,31.549999237060547,37.02374267578125
123.22000122070312,127.77999877929688,31.010000228881836,37.73208999633789
123.55999755859375,128.72000122070312,32.0,38.24090576171875
122.4000015258789,125.0999984741211,32.33000183105469,36.425132751464844
131.49000549316406,125.23999786376953,32.58000183105469,36.52490234375
128.77999877929688,125.19999694824219,33.0,36.35529708862305
127.16999816894531,123.13999938964844,32.88999938964844,35.646949768066406
133.4199981689453,124.26000213623047,33.84000015258789,35.26782989501953
143.75,125.16000366210938,33.2400016784668,36.35529708862305
143.88999938964844,123.80000305175781,33.630001068115234,36.1158561706543
144.42999267578125,124.0999984741211,32.20000076293945,36.23557662963867
160.27000427246094,125.0,33.29999923706055,36.395206451416016
177.89999389648438,125.0,34.5,37.86178970336914
166.66000366210938,126.26000213623047,35.29999923706055,36.20564651489258
173.22000122070312,126.94000244140625,34.75,39.22860336303711
181.41000366210938,128.4199981689453,35.5,39.208648681640625
188.27000427246094,133.3000030517578,35.900001525878906,41.40353775024414
189.97999572753906,131.94000244140625,36.09000015258789,41.03439712524414
194.75999450683594,130.33999633789062,35.25,41.2439079284668
196.80999755859375,131.25999450683594,35.33000183105469,41.30377197265625
201.2899932861328,129.3000030517578,35.33000183105469,41.47337341308594
207.32000732421875,130.25999450683594,35.93000030517578,41.53323745727539
196.88999938964844,128.60000610351562,35.0,41.253883361816406
194.63999938964844,128.3800048828125,36.08000183105469,41.92232894897461
209.25,130.1999969482422,35.0,42.33137512207031
214.24000549316406,130.97999572753906,35.31999969482422,42.85016632080078
202.0399932861328,130.97999572753906,35.58000183105469,42.99981689453125
208.30999755859375,131.22000122070312,36.43000030517578,43.06965255737305
197.3699951171875,131.0800018310547,35.619998931884766,41.03439712524414
200.86000061035156,131.1999969482422,34.2599983215332,40.79495620727539
202.07000732421875,131.89999389648438,35.209999084472656,39.15876770019531
196.8800048828125,127.80000305175781,34.959999084472656,39.088932037353516
207.6300048828125,129.33999633789062,34.75,39.2186279296875
205.7100067138672,129.16000366210938,35.5099983215332,38.64995574951172
202.77000427246094,128.5,35.779998779296875,38.630001068115234
